Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Henry Farm, Toronto",43.7695089,-79.354296,Canadian Immigration Lawyers,43.7722404208697,-79.35225248336792,Lawyer
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Fit4Less,43.705689,-79.346018,Gym
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Costco,43.70705091308799,-79.3480933503406,Warehouse Store
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Bamiyan Kabob,43.70782435998825,-79.34344628586337,Afghan Restaurant
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Pasha Authentic Turkish Cuisine,43.708239752282864,-79.34269885561817,Turkish Restaurant
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Shoppers Drug Mart,43.70581,-79.347044,Pharmacy
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Hero Certified Burgers,43.70551137025456,-79.34706447492002,Burger Joint
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Bikram Yoga East York,43.70545001006983,-79.35144826217264,Yoga Studio
"Thorncliffe Park, Toronto",43.704553,-79.3454074,A&W,43.706275,-79.34467,Fast Food Restaurant
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Faley Restaurant,43.70811251975841,-79.34357902389091,Indian Restaurant
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Subway,43.704596336290024,-79.34967021023124,Sandwich Place
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Starbucks,43.707899,-79.343347,Coffee Shop
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Petro-Canada,43.704058,-79.348094,Gas Station
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Pizza Pizza,43.705564293137044,-79.34713894303022,Pizza Place
"Thorncliffe Park, Toronto",43.704553,-79.3454074,RBC Royal Bank,43.70736053098986,-79.34314104727267,Bank
"Thorncliffe Park, Toronto",43.704553,-79.3454074,TD Canada Trust,43.7063562,-79.3456426,Bank
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Tim Hortons,43.7050898,-79.3505453,Coffee Shop
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Food Basics,43.70531094557909,-79.34732168914252,Supermarket
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Afghan Cuisine,43.7080751573203,-79.34298516936218,Afghan Restaurant
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Swiss Chalet,43.707786042366365,-79.34413242874473,Restaurant
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Anatolian's Turkish Restaurant,43.708056671215886,-79.34263647483004,Turkish Restaurant
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Quiznos,43.705887244788975,-79.34702342783567,Sandwich Place
"Thorncliffe Park, Toronto",43.704553,-79.3454074,LCBO,43.706700447882305,-79.34501827004178,Liquor Store
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Popeyes Louisiana Kitchen,43.7078089496658,-79.34304867541769,Fried Chicken Joint
"Thorncliffe Park, Toronto",43.704553,-79.3454074,TTC Bus #100 Flemingdon Park,43.70677140337971,-79.34658765792847,Bus Line
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Cashmere Threads,43.7019915,-79.3433483,Women's Store
"Thorncliffe Park, Toronto",43.704553,-79.3454074,Mayfair Homes,43.70556,-79.35054,Housing Development
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Amsterdam Brewery,43.70640367812236,-79.3571624797495,Brewery
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Leaside Curling Club,43.70115660288897,-79.3607668632099,Curling Ice
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Aroma Espresso Bar,43.70561065613986,-79.36077468518098,Coffee Shop
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Bulk Barn,43.70611573147322,-79.36054145695127,Grocery Store
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Leaside Memorial Gardens,43.70245739309342,-79.36094267840184,Skating Rink
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Longo's,43.70643262604979,-79.35975310254634,Supermarket
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Millwood Melt,43.70313548357126,-79.36337749596078,Sandwich Place
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Loblaws,43.700651,-79.359852,Grocery Store
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Tim Hortons,43.70562930215073,-79.36102831503376,Coffee Shop
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Booster Juice,43.70617277,-79.36065194,Smoothie Shop
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Cupcakes,43.70602656677556,-79.36086417950665,Dessert Shop
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Leaside Village,43.70568229146645,-79.36077693042236,Shopping Mall
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Five Guys,43.70554090286243,-79.36124932941571,Burger Joint
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Starbucks,43.706564,-79.359591,Coffee Shop
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,The Beer Store,43.7057389,-79.3604382,Beer Store
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Amsterdam Barrel House,43.70602053200777,-79.36132913641597,Brewery
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Leaside Pool,43.70120413245021,-79.3609921384128,Pool
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Pie In The Sky Studios,43.70389334732822,-79.3606991892169,Performing Arts Venue
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,San Francesco,43.70367003846608,-79.36107837710395,Italian Restaurant
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,OTOMOTO DIY Motorcycle,43.7051341,-79.35748360000002,Motorcycle Shop
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Joe Fresh,43.699241,-79.359662,Clothing Store
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,GRILLTIME,43.70477010114509,-79.361641190773,Steakhouse
"Leaside-Bennington, Toronto",43.7022249,-79.3580119,Circle K,43.703167887490956,-79.36331150165189,Convenience Store
"Old East York, Toronto",43.6708625,-79.37279241253721,Tinuno,43.671280602820175,-79.37492016264389,Filipino Restaurant
"Old East York, Toronto",43.6708625,-79.37279241253721,Cranberries,43.6678427705951,-79.36940687874281,Diner
"Old East York, Toronto",43.6708625,-79.37279241253721,Mr. Jerk,43.66732847256732,-79.37338943621165,Caribbean Restaurant
"Old East York, Toronto",43.6708625,-79.37279241253721,Maison Selby,43.6712319213305,-79.3766176700592,Bistro
"Old East York, Toronto",43.6708625,-79.37279241253721,Toronto Public Library (St. James Town),43.668790439960134,-79.37499810757755,Library
"Old East York, Toronto",43.6708625,-79.37279241253721,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
"Old East York, Toronto",43.6708625,-79.37279241253721,Murgatroid,43.66738149016019,-79.36931129229457,Restaurant
"Old East York, Toronto",43.6708625,-79.37279241253721,Gabby's,43.669916068170664,-79.37589430974867,Bar
"Old East York, Toronto",43.6708625,-79.37279241253721,Sunny Green Vegetable and Fruit,43.667555388483756,-79.3724347693053,Market
"Old East York, Toronto",43.6708625,-79.37279241253721,Absolute Bakery & Café,43.667469462461995,-79.36927654747196,Bakery
"Old East York, Toronto",43.6708625,-79.37279241253721,Pie Squared,43.67214294983148,-79.37785551166293,Pie Shop
"Old East York, Toronto",43.6708625,-79.37279241253721,FreshCo,43.669064,-79.375491,Grocery Store
"Old East York, Toronto",43.6708625,-79.37279241253721,Isabella Hotel,43.670097707888836,-79.37598323689265,Hotel
"Old East York, Toronto",43.6708625,-79.37279241253721,No Frills,43.67161641242237,-79.37818694906376,Grocery Store
"Old East York, Toronto",43.6708625,-79.37279241253721,Tim Hortons,43.6698555,-79.375578,Coffee Shop
"Old East York, Toronto",43.6708625,-79.37279241253721,Tim Hortons,43.66782,-79.375075,Coffee Shop
"Old East York, Toronto",43.6708625,-79.37279241253721,Shoppers Drug Mart,43.670177,-79.375649,Pharmacy
"Old East York, Toronto",43.6708625,-79.37279241253721,TD Canada Trust,43.6724839,-79.3771616,Bank
"Old East York, Toronto",43.6708625,-79.37279241253721,Aroma Espresso Bar,43.67215391114304,-79.37788518733666,Coffee Shop
"Old East York, Toronto",43.6708625,-79.37279241253721,Handy Variety,43.66982769157935,-79.37593205877658,Food & Drink Shop
"Old East York, Toronto",43.6708625,-79.37279241253721,Nijo Japanese Restaurant,43.671848798792055,-79.37882430813714,Japanese Restaurant
"Old East York, Toronto",43.6708625,-79.37279241253721,Eggsmart,43.671158,-79.37624,Breakfast Spot
"Old East York, Toronto",43.6708625,-79.37279241253721,Pizza Pizza,43.667178738521734,-79.36966873777858,Pizza Place
"Old East York, Toronto",43.6708625,-79.37279241253721,Subway,43.672357143937056,-79.37804481316573,Sandwich Place
"Old East York, Toronto",43.6708625,-79.37279241253721,Tim Hortons,43.67215539191757,-79.37699317932129,Coffee Shop
"Old East York, Toronto",43.6708625,-79.37279241253721,Pizza Pizza,43.66809038080825,-79.37027389227195,Pizza Place
"Old East York, Toronto",43.6708625,-79.37279241253721,Bixi Bike Stand,43.66734243633141,-79.37402946169425,Bike Rental / Bike Share
"Old East York, Toronto",43.6708625,-79.37279241253721,Gateway Newstands,43.67371579258799,-79.36893184865733,Convenience Store
"Old East York, Toronto",43.6708625,-79.37279241253721,Castle Frank Subway Station,43.67378501123131,-79.36864748597145,Metro Station
"Old East York, Toronto",43.6708625,-79.37279241253721,Druxy's,43.67135403373765,-79.37867041026186,Sandwich Place
"Old East York, Toronto",43.6708625,-79.37279241253721,Rosedale Ravine,43.672151681201306,-79.36715009255055,Park
"The Beaches, Toronto",43.6710244,-79.296712,Kew Gardens,43.66903821389327,-79.29853750338029,Park
"The Beaches, Toronto",43.6710244,-79.296712,Mastermind Toys,43.67145295439717,-79.29397108948247,Toy / Game Store
"The Beaches, Toronto",43.6710244,-79.296712,The Ten Spot,43.6703404552084,-79.29936300317976,Nail Salon
"The Beaches, Toronto",43.6710244,-79.296712,Sanna's Farmacia,43.670929268214614,-79.29596900939941,Juice Bar
"The Beaches, Toronto",43.6710244,-79.296712,Green Eggplant,43.670517,-79.29866,Mediterranean Restaurant
"The Beaches, Toronto",43.6710244,-79.296712,Kew-Balmy Beach,43.66737246215608,-79.2953124808988,Beach
"The Beaches, Toronto",43.6710244,-79.296712,DAVIDsTEA,43.67030791564607,-79.29944600461727,Tea Room
"The Beaches, Toronto",43.6710244,-79.296712,Kew Gardens Play Park,43.66926676521643,-79.29968375785205,Park
"The Beaches, Toronto",43.6710244,-79.296712,Sunset Grill,43.67021370116725,-79.29965336344807,Diner
"The Beaches, Toronto",43.6710244,-79.296712,LCBO,43.66999339203174,-79.30038317305332,Liquor Store
"The Beaches, Toronto",43.6710244,-79.296712,Yumei Sushi,43.67110753520725,-79.29506363969708,Japanese Restaurant
"The Beaches, Toronto",43.6710244,-79.296712,Castro's Lounge,43.671103559068854,-79.29510713657004,Bar
"The Beaches, Toronto",43.6710244,-79.296712,Shoppers Drug Mart,43.670639,-79.29769,Pharmacy
"The Beaches, Toronto",43.6710244,-79.296712,Hogtown Smoke,43.669573021423744,-79.30215071863523,BBQ Joint
"The Beaches, Toronto",43.6710244,-79.296712,Pippins Tea Company,43.670992,-79.29590463638306,Tea Room
"The Beaches, Toronto",43.6710244,-79.296712,COBS Bread,43.66988072784326,-79.30082792210273,Bakery
"The Beaches, Toronto",43.6710244,-79.296712,The Nutty Chocolatier,43.67056725243875,-79.29759833250185,Chocolate Shop
"The Beaches, Toronto",43.6710244,-79.296712,Beacher Cafe,43.67193800612107,-79.29123801741737,Breakfast Spot
"The Beaches, Toronto",43.6710244,-79.296712,Foodland - Toronto,43.670736,-79.298267,Grocery Store
"The Beaches, Toronto",43.6710244,-79.296712,Green Basil,43.67120043400348,-79.29471710812898,Thai Restaurant
"The Beaches, Toronto",43.6710244,-79.296712,Bam Breakfast and Bistro,43.6697241195373,-79.30150262403112,Breakfast Spot
"The Beaches, Toronto",43.6710244,-79.296712,Subway,43.670812083087675,-79.29552581655025,Sandwich Place
"The Beaches, Toronto",43.6710244,-79.296712,The Stone Lion,43.66957480420492,-79.30248270348919,Pub
"The Beaches, Toronto",43.6710244,-79.296712,Bikkuri Japanese Restaurant,43.67071466807068,-79.29695568774969,Japanese Restaurant
"The Beaches, Toronto",43.6710244,-79.296712,Souvlaki Hut,43.671048072091374,-79.29575766112751,Greek Restaurant
"The Beaches, Toronto",43.6710244,-79.296712,Tim Hortons,43.67028612527589,-79.29973281919956,Coffee Shop
"The Beaches, Toronto",43.6710244,-79.296712,Juice and Java,43.67106189021513,-79.29575478082984,Café
"The Beaches, Toronto",43.6710244,-79.296712,Pizza Hut,43.670789,-79.29684,Pizza Place
"The Beaches, Toronto",43.6710244,-79.296712,Gabby's Food & Fuel,43.670809267568956,-79.29665696716665,Bar
"The Beaches, Toronto",43.6710244,-79.296712,TD Canada Trust,43.6708434,-79.2979563,Bank
"The Beaches, Toronto",43.6710244,-79.296712,Hero Certified Burgers,43.67036012943005,-79.29892366666198,Burger Joint
"The Beaches, Toronto",43.6710244,-79.296712,The Dog Market,43.67116322361954,-79.29477313180074,Pet Store
"The Beaches, Toronto",43.6710244,-79.296712,Thai House Cuisine,43.670899044808316,-79.29607532296733,Thai Restaurant
"The Beaches, Toronto",43.6710244,-79.296712,The Salty Dog,43.669943926548086,-79.30089441677708,Restaurant
"The Beaches, Toronto",43.6710244,-79.296712,Little Elf House Under A Tree,43.66841881985759,-79.29749185982591,Tree
"The Beaches, Toronto",43.6710244,-79.296712,Scarboro Beach,43.66927312343974,-79.29390202532907,Beach
"The Beaches, Toronto",43.6710244,-79.296712,Running Room,43.669736,-79.300405,Sporting Goods Shop
"The Beaches, Toronto",43.6710244,-79.296712,Fiorio Beaches,43.669913,-79.300529,Salon / Barbershop
"The Beaches, Toronto",43.6710244,-79.296712,The Artisans,43.66976,-79.301167,Jewelry Store
"The Beaches, Toronto",43.6710244,-79.296712,The Beach Mall,43.66963103508259,-79.30124680867068,Shopping Mall
"The Beaches, Toronto",43.6710244,-79.296712,Classical Martial Arts Centre CMAC Beaches Dojo,43.66953861008417,-79.30127847322146,Martial Arts Dojo
"The Beaches, Toronto",43.6710244,-79.296712,Brick Street Bakery,43.66969393934472,-79.30152984556766,Bakery
"The Beaches, Toronto",43.6710244,-79.296712,Alex Farm Products (Beaches),43.66968773847534,-79.30166335745092,Cheese Shop
"The Beaches, Toronto",43.6710244,-79.296712,Midoco,43.66970469870504,-79.30183540378742,Arts & Crafts Store
"The Beaches, Toronto",43.6710244,-79.296712,Leuty Lifeguard Station,43.66724069171615,-79.29472910316547,Beach
"The Beaches, Toronto",43.6710244,-79.296712,Lion on the Beach,43.66969945855147,-79.30240540501708,Pub
"The Beaches, Toronto",43.6710244,-79.296712,Kew Beach Rink,43.66686966277468,-79.29793763561489,Skating Rink
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Urban Nails,43.676667789021906,-79.35660190332753,Spa
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,7 Numbers,43.677061774959824,-79.35393428891682,Italian Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,The Danforth Music Hall,43.676338261234214,-79.35707059920209,Concert Hall
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Bulk Barn,43.67678989740336,-79.35586511284247,Grocery Store
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Sidebar,43.676441,-79.356745,Cocktail Bar
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Don Valley Trail,43.67633091997674,-79.35392333297455,Trail
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Rikkochez,43.677267,-79.353274,Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Dough Bakeshop,43.67664308520287,-79.35684634585105,Bakery
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,The Auld Spot Pub,43.67733505610778,-79.35312964755529,Pub
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Tapas at Embrujo,43.67617503951251,-79.35841083526611,Tapas Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Broadview Espresso,43.67836631426999,-79.35836661201425,Café
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,La Diperie,43.67753,-79.352295,Ice Cream Shop
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Pantheon,43.67762124481265,-79.35143390043564,Greek Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,MenEssentials,43.677820068604575,-79.35126543045044,Cosmetics Shop
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,The Old Nick,43.67634350317935,-79.3577749231676,Pub
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Moksha Yoga Danforth,43.67762174479883,-79.3521159367257,Yoga Studio
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,The Big Carrot Organic Juice Bar,43.677438,-79.352683,Juice Bar
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Mambo Lounge,43.676514618632446,-79.35820185974248,Cuban Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Joy of Dance Studios,43.676230731425775,-79.35841548937343,Dance Studio
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Dolce Gelato,43.677772998450614,-79.35118737317053,Ice Cream Shop
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Allen's,43.67644563314147,-79.3573034983213,Burger Joint
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Cafe Fiorentina,43.677743,-79.350115,Italian Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Louis Cifer Brew Works,43.677662745359996,-79.3513125762371,Brewery
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Caffé Demetre,43.67768266377745,-79.35160842812537,Dessert Shop
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Yoga Sanctuary Danforth,43.67630095496335,-79.35850814764251,Yoga Studio
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Dora Keogh,43.676417604443785,-79.35738039821362,Pub
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Mezes,43.6779622615441,-79.35019606997218,Greek Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Small Wonders Pet Emporium,43.67649384673413,-79.35761244096778,Pet Store
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Valley Farm Produce,43.677999294687275,-79.3499690927287,Fruit & Vegetable Store
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Alexandros,43.67830448799868,-79.34948556208978,Greek Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Factory Girl,43.67669287762859,-79.35629876225282,American Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Tsaa Tea Shop,43.67776898684133,-79.35130446081268,Bubble Tea Shop
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Globe Bistro,43.67667960122584,-79.35815459032536,New American Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Messini Authentic Gyros,43.677704,-79.35048,Greek Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Sher-E-Punjab,43.67730788939673,-79.35306551709385,Indian Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,New York Cafe,43.676012649330566,-79.35871462526285,Breakfast Spot
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,LCBO,43.676815838008714,-79.35604671347544,Liquor Store
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Astoria Shish Kebob House,43.677596,-79.351738,Greek Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Ryus Noodle Bar,43.67708634637724,-79.35889401670757,Ramen Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Kalyvia,43.6779727,-79.3512077,Greek Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Si Espresso Bar,43.675749,-79.358572,Coffee Shop
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Carrot Commons,43.6774845518262,-79.35307562861175,Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Off the Hook,43.67584152423268,-79.35854660419362,Fish & Chips Shop
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,The Edmund Burke,43.6763359014796,-79.35813080190033,Pub
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Rodeo Brazilian Steakhouse,43.67630952807762,-79.35818773677713,Churrascaria
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Starbucks,43.67641593011556,-79.35846606779026,Coffee Shop
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,TD Canada Trust,43.6780001,-79.3583614,Bank
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Leonidas Chocolates Cafe,43.67811808012494,-79.34948504099059,Café
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Ali Baba's,43.67637721694004,-79.35808851148246,Falafel Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,A&W,43.6759,-79.35884,Fast Food Restaurant
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Pizza Pizza,43.67612903295256,-79.358918424401,Pizza Place
"Playter Estates-Danforth, Toronto",43.678056,-79.355556,Zipcar,43.67494436320317,-79.35783931022226,Rental Car Location
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Riverdale Park West,43.66604827676354,-79.36094117493359,Park
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Riverdale Farm,43.66685035126636,-79.36137564770476,Farm
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Thai To Go,43.663418,-79.36071,Thai Restaurant
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Kingyo Toronto,43.66589495808371,-79.36841520638596,Japanese Restaurant
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Wellesley Park,43.6696487958367,-79.3621551990509,Park
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Toronto Dance Theatre,43.66623230619368,-79.36707506629983,General Entertainment
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,The Epicure Shop,43.663964860964924,-79.36779540886938,Deli / Bodega
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,St. Jamestown Delicatessen,43.66581142395609,-79.36864825640076,Butcher
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,The Pear Tree,43.664904018134834,-79.36824639094671,Restaurant
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,TD Canada Trust,43.66465469253796,-79.36788707971579,Bank
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Thai Room - Carlton,43.6641587260231,-79.36818872980979,Thai Restaurant
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Jetfuel Coffee,43.66529519392083,-79.3683345416816,Coffee Shop
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,LCBO,43.665585593088366,-79.36853050840249,Liquor Store
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Daniel et Daniel Event Creation & Catering,43.6643837,-79.3683282,Bakery
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Subway,43.66564329610601,-79.3683001523662,Sandwich Place
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Tim Hortons,43.66716925802294,-79.36884865164751,Coffee Shop
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,The Beer Store,43.6664079,-79.368833,Beer Store
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,The Flying Beaver Pubaret,43.664828798875426,-79.36829203718695,Pub
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Tim Hortons,43.665785871990316,-79.36828404664993,Coffee Shop
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Johnny G's,43.66456495893274,-79.36806027251208,Breakfast Spot
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Riverdale Farmer's Market,43.66689081195459,-79.36250306755787,Farmers Market
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Park Snacks,43.66697911709206,-79.36311542987823,Snack Place
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Shoppers Drug Mart,43.663998,-79.36783,Pharmacy
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Toronto Kiwanis Boys and Girls Clubs Miles and Kelly Nadal Youth Centre,43.66427394578018,-79.3621520638303,Building
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,No Frills,43.663515,-79.367166,Grocery Store
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Sam Pollock Memorial Baseball Diamond,43.66728179012687,-79.35815334320068,Baseball Field
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Salt & Tobacco,43.66530700653405,-79.36833465285895,Pizza Place
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Fancy Franks,43.664686,-79.368226,Hot Dog Joint
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Grinning Face,43.666625811214026,-79.36895384543233,Ice Cream Shop
"Cabbagetown-South St.James Town, Toronto",43.6664,-79.3629,Spruce,43.663614,-79.367607,Furniture / Home Store
"Regent Park, Toronto",43.6607056,-79.3604569,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool
"Regent Park, Toronto",43.6607056,-79.3604569,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue
"Regent Park, Toronto",43.6607056,-79.3604569,Thai To Go,43.663418,-79.36071,Thai Restaurant
"Regent Park, Toronto",43.6607056,-79.3604569,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
"Regent Park, Toronto",43.6607056,-79.3604569,Paintbox Bistro,43.660050475903624,-79.36285470971839,Restaurant
"Regent Park, Toronto",43.6607056,-79.3604569,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
"Regent Park, Toronto",43.6607056,-79.3604569,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
"Regent Park, Toronto",43.6607056,-79.3604569,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
"Regent Park, Toronto",43.6607056,-79.3604569,Toronto Humane Society,43.65769802359708,-79.3565828808708,Animal Shelter
"Regent Park, Toronto",43.6607056,-79.3604569,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership
"Regent Park, Toronto",43.6607056,-79.3604569,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck
"Regent Park, Toronto",43.6607056,-79.3604569,Shoppers Drug Mart,43.660204,-79.361332,Pharmacy
"Regent Park, Toronto",43.6607056,-79.3604569,Regent Park,43.660382523982804,-79.36181011844143,Park
"Regent Park, Toronto",43.6607056,-79.3604569,Tim Hortons,43.659935,-79.3613063,Coffee Shop
"Regent Park, Toronto",43.6607056,-79.3604569,Wendy’s,43.660403362711776,-79.36062902212149,Fast Food Restaurant
"Regent Park, Toronto",43.6607056,-79.3604569,The Beer Store,43.657773,-79.3574632,Beer Store
